shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.33,0.618,0.096,0.684,2012-13
2pt Jumpers,0.38299999999999995,0.35,0.083,0.381,2012-13
3pt Shots,0.28800000000000003,0.35200000000000004,0.009000000000000001,0.355,2012-13
