shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.348,0.583,0.109,0.654,2018-19
2pt Jumpers,0.261,0.36,0.081,0.392,2018-19
3pt Shots,0.391,0.314,0.017,0.319,2018-19
