name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Roschon Prince,34,0.19699999999999998,0.193,0.607,0.15,0.188,0.5,2017-18,DetroitMercy
Kameron Chatman,18,0.11,0.12300000000000001,0.667,0.037000000000000005,0.069,0.8,2017-18,DetroitMercy
Jaleel Hogan,10,0.191,0.147,0.556,0.02,0.045,1,2017-18,DetroitMercy
Tariiq Jones,7,0.15,0.14300000000000002,0.667,0.235,0.5,0.75,2017-18,DetroitMercy
Isaiah Jones,6,0.2,0.222,0.667,0.33299999999999996,1,0.33299999999999996,2017-18,DetroitMercy
Gerald Blackshear,6,0.125,0.11800000000000001,0.667,0.2,0.25,0.667,2017-18,DetroitMercy
Jackson Jermaine,5,0.019,0,0,0.044000000000000004,0,0,2017-18,DetroitMercy
Cole Long,5,0,0,NA,0.192,0.14300000000000002,0.2,2017-18,DetroitMercy
Josh McFolley,4,0.04,0.035,0.5,0,0,NA,2017-18,DetroitMercy
Deshawndre Black,3,0.043,0.048,0.5,0.033,0.1,1,2017-18,DetroitMercy
Corey Allen,3,0.026000000000000002,0.048,1,0.011000000000000001,0,0,2017-18,DetroitMercy
Malik Eichler,2,0.25,0,0,0,0,NA,2017-18,DetroitMercy
Jack Ballantyne,1,0,0,NA,0.091,0.25,1,2017-18,DetroitMercy
Total,104,0.10099999999999999,0.10400000000000001,0.594,0.062,0.083,0.515,2017-18,DetroitMercy
