shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.39299999999999996,0.608,0.085,0.664,2019-20
2pt Jumpers,0.247,0.36700000000000005,0.023,0.376,2019-20
3pt Shots,0.359,0.348,0.013000000000000001,0.35200000000000004,2019-20
