name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jordan Nwora,20,0.122,0.111,0.562,0.027999999999999997,0.025,0.33299999999999996,2018-19
Malik Williams,19,0.254,0.244,0.625,0.055999999999999994,0.059000000000000004,0.33299999999999996,2018-19
Steven Enoch,18,0.187,0.19,0.706,0.01,0.022000000000000002,1,2018-19
Dwayne Sutton,14,0.125,0.085,0.455,0.055999999999999994,0,0,2018-19
VJ King,10,0.20800000000000002,0.14300000000000002,0.4,0,0,NA,2018-19
Akoy Agau,6,0.23800000000000002,0.25,0.4,0.2,NA,0,2018-19
Darius Perry,1,0.034,0.059000000000000004,1,0,0,NA,2018-19
Christen Cunningham,1,0,0,NA,0,0,NA,2018-19
Jacob Redding,1,NA,NA,NA,NA,NA,NA,2018-19
Total,90,0.122,0.111,0.5660000000000001,0.021,0.017,0.3,2018-19
