name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
LJ Livingston,27,0.317,0.267,0.632,0.308,0.111,0.125,2015-16,Miami(OH)
Chris Bryant,16,0.11599999999999999,0.122,0.75,0.133,0.278,0.625,2015-16,Miami(OH)
Geovonie McKnight,13,0.071,0.069,0.5,0.023,0.034,0.6,2015-16,Miami(OH)
Kalif Wright,12,0.109,0.16,0.8,0.212,0.5,0.7140000000000001,2015-16,Miami(OH)
Jere Vucica,6,0.17600000000000002,0.182,0.667,0.375,0.5,0.33299999999999996,2015-16,Miami(OH)
Rod Mills,5,0.111,0.182,0.667,0.032,0.042,0.5,2015-16,Miami(OH)
Dion Wade,5,0.25,0.222,0.5,0.077,0,0,2015-16,Miami(OH)
Logan McLane,4,0.036000000000000004,0.077,1,0.136,0.16699999999999998,0.33299999999999996,2015-16,Miami(OH)
Willie Moore,3,0.057,0,0,0.042,0,0,2015-16,Miami(OH)
Zach McCormick,2,0,0,NA,0.087,0.2,1,2015-16,Miami(OH)
Abdoulaye Harouna,2,0.033,0,0,0.034,0,0,2015-16,Miami(OH)
Ali Barnes,1,0,0,NA,0,0,NA,2015-16,Miami(OH)
Brian Oddo,1,0,0,NA,0.5,0,0,2015-16,Miami(OH)
Eric Washington,1,0,0,NA,0.013000000000000001,0,0,2015-16,Miami(OH)
Total,98,0.09699999999999999,0.106,0.611,0.07,0.08900000000000001,0.442,2015-16,Miami(OH)
