shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.377,0.57,0.099,0.633,2017-18,Princeton
2pt Jumpers,0.25,0.40700000000000003,0.034,0.42200000000000004,2017-18,Princeton
3pt Shots,0.373,0.35600000000000004,0.024,0.365,2017-18,Princeton
