shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.386,0.623,0.083,0.679,2012-13,UMES
2pt Jumpers,0.271,0.406,0.059000000000000004,0.43200000000000005,2012-13,UMES
3pt Shots,0.344,0.363,0,0.363,2012-13,UMES
