name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
James Dickey,26,0.212,0.233,0.708,0.031,0,0,2018-19,UNCGreensboro
Eric Hamilton,25,0.247,0.22899999999999998,0.667,0.028999999999999998,0,0,2018-19,UNCGreensboro
Isaiah Miller,21,0.073,0.07200000000000001,0.647,0.028999999999999998,0.018000000000000002,0.25,2018-19,UNCGreensboro
Kyrin Galloway,17,0.198,0.19399999999999998,0.75,0.028999999999999998,0.1,1,2018-19,UNCGreensboro
Mohammad Abdulsalam,9,0.368,0.41700000000000004,0.7140000000000001,0.4,NA,0,2018-19,UNCGreensboro
Kaleb Hunter,9,0.12300000000000001,0.065,0.33299999999999996,0,0,NA,2018-19,UNCGreensboro
Demetrius Troy,4,0.048,0,0,0.011000000000000001,0,0,2018-19,UNCGreensboro
Angelo Allegri,3,0.11800000000000001,0.14300000000000002,1,0.071,0.14300000000000002,1,2018-19,UNCGreensboro
Francis Alonso,3,0.011000000000000001,0.019,1,0,0,NA,2018-19,UNCGreensboro
Lloyd Burgess,1,0.33299999999999996,0.5,1,0,NA,NA,2018-19,UNCGreensboro
Total,118,0.127,0.13,0.654,0.022000000000000002,0.016,0.25,2018-19,UNCGreensboro
