shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.35700000000000004,0.615,0.10099999999999999,0.684,2019-20,DetroitMercy
2pt Jumpers,0.25,0.389,0.038,0.405,2019-20,DetroitMercy
3pt Shots,0.39299999999999996,0.36200000000000004,0.006999999999999999,0.365,2019-20,DetroitMercy
