name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Rod Odom,18,0.091,0.07400000000000001,0.5,0.141,0.111,0.214,2012-13,Vanderbilt
Josh Henderson,14,0.14300000000000002,0.111,0.5,0.047,0.071,0.5,2012-13,Vanderbilt
Shelby Moats,9,0.267,0.278,0.625,0.048,0.16699999999999998,1,2012-13,Vanderbilt
James Siakam,7,0.16,0.214,0.75,0.214,0,0,2012-13,Vanderbilt
Sheldon Jeter,6,0.111,0.14300000000000002,1,0.055999999999999994,0,0,2012-13,Vanderbilt
Kyle Fuller,3,0.011000000000000001,0.018000000000000002,1,0.02,0,0,2012-13,Vanderbilt
Kedren Johnson,2,0.02,0,0,0,0,NA,2012-13,Vanderbilt
Dai-Jon Parker,2,0.065,0,0,0,0,NA,2012-13,Vanderbilt
Kevin Bright,2,0.065,0,0,0,0,NA,2012-13,Vanderbilt
A.J. Astroth,1,0,0,NA,0.33299999999999996,NA,0,2012-13,Vanderbilt
Total,64,0.08,0.071,0.541,0.055,0.042,0.231,2012-13,Vanderbilt
