name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Cameron Golden,366,0.481,0.447,0.18899999999999997,0.522,0.306,0.273,0.36,0.361,0.5379999999999999,0.31,0.77,0.27,0.7070000000000001,2014-15
Anthony Livingston,358,0.538,0.501,0.436,0.622,0.381,0.33,0.35600000000000004,0.5479999999999999,0.235,0.321,0.889,0.413,0.6890000000000001,2014-15
Sean Gardner,310,0.522,0.503,0.135,0.667,0.429,0.374,0.405,0.40399999999999997,0.49,0.355,0.833,0.165,0.725,2014-15
Nouhoum Bocoum,142,0.49100000000000005,0.447,0.669,0.547,0.34600000000000003,0.31,0.22699999999999998,0.5,0.021,0.33299999999999996,1,0.415,0.6779999999999999,2014-15
PJ Hardwick,119,0.44800000000000006,0.361,0.353,0.47600000000000003,0,0.563,0.299,0.25,0.084,0.2,0.5,0.462,0.8,2014-15
Kelvin Downs,111.00000000000001,0.42400000000000004,0.38299999999999995,0.324,0.556,0.4,0.631,0.3,0.5710000000000001,0.045,0.2,1,0.33299999999999996,0.649,2014-15
Charles Waters,72,0.47600000000000003,0.431,0.708,0.5489999999999999,0.321,0.264,0.158,0.667,0.027999999999999997,0,NA,0.292,0.762,2014-15
Frederic Dure,55.00000000000001,0.586,0.573,0.255,0.35700000000000004,0.2,0.2,0.364,0,0.545,0.5,0.9329999999999999,0.345,0.632,2014-15
C.J. Foster,51,0.397,0.324,0.51,0.34600000000000003,0,0.17600000000000002,0.33299999999999996,0,0.314,0.188,1,0.5489999999999999,0.643,2014-15
Daijon Macklien,41,0.519,0.5,0.366,0.733,0.182,0.317,0.154,1,0.317,0.385,0.8,0.22,0.667,2014-15
Ronnie White,4,0.42400000000000004,0.25,0.5,0.5,1,0.5,0,NA,0,NA,NA,1,0.75,2014-15
Josh Pierre,2,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2014-15
Total,1630.9999999999998,0.496,0.45899999999999996,0.336,0.56,0.322,0.349,0.33,0.431,0.315,0.32899999999999996,0.828,0.325,0.7020000000000001,2014-15
