shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.261,0.627,0.061,0.6679999999999999,2012-13,Creighton
2pt Jumpers,0.406,0.344,0.066,0.368,2012-13,Creighton
3pt Shots,0.332,0.312,0.004,0.313,2012-13,Creighton
