shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.327,0.562,0.10300000000000001,0.626,2014-15,CalPoly
2pt Jumpers,0.345,0.37200000000000005,0.064,0.397,2014-15,CalPoly
3pt Shots,0.32899999999999996,0.348,0.012,0.35200000000000004,2014-15,CalPoly
