name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Javan White,59,0.3,0.37,0.7559999999999999,0.152,0.11800000000000001,0.28600000000000003,2017-18
Emmanuel Nzekwesi,35,0.184,0.165,0.621,0.045,0.081,0.5,2017-18
Albert Owens,27,0.162,0.13699999999999998,0.583,0.019,0,0,2017-18
Chris Miller,18,0.16699999999999998,0.151,0.667,0.092,0.129,0.667,2017-18
Jontray Harris,13,0.267,0.33299999999999996,0.667,0.032,0,0,2017-18
Emir Ahmedic,4,0.138,0.231,0.75,0,0,NA,2017-18
Kellen Manek,2,0.5,0.5,0.5,0,NA,NA,2017-18
R.J. Fuqua,2,0.028999999999999998,0.061,1,0,0,NA,2017-18
Spencer Sutton,1,0,0,NA,0.25,0.5,1,2017-18
Austin Ruder,1,0.048,0,0,0,0,NA,2017-18
Total,162,0.17800000000000002,0.193,0.672,0.049,0.059000000000000004,0.387,2017-18
