name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Chris Manhertz,35,0.24,0.267,0.5710000000000001,0,0,NA,2013-14
Phil Valenti,29,0.33799999999999997,0.28600000000000003,0.5379999999999999,0.071,0,0,2013-14
Jordan Heath,25,0.225,0.256,0.8,0,0,NA,2013-14
Chris Perez,15,0.067,0.071,0.583,0.009000000000000001,0,0,2013-14
Josiah Heath,7,0.368,0.25,0.429,0,0,NA,2013-14
Billy Baron,5,0.006,0.01,1,0.018000000000000002,0,0,2013-14
Zach Lewis,5,0.069,0.077,0.5,0.03,0,0,2013-14
Dominique Raney,4,0.077,0.14300000000000002,1,0.013999999999999999,0,0,2013-14
Kevin Bleeker,2,0.4,0.33299999999999996,0.5,0,NA,NA,2013-14
Jeremiah Williams,2,0.154,0.2,0.5,0,0,NA,2013-14
Total,129,0.14400000000000002,0.154,0.615,0.015,0,0,2013-14
