shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.317,0.57,0.139,0.662,2011-12
2pt Jumpers,0.36,0.335,0.099,0.37200000000000005,2011-12
3pt Shots,0.32299999999999995,0.337,0.016,0.34299999999999997,2011-12
