name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Mike Moser,37,0.222,0.242,0.733,0.05,0.040999999999999995,0.28600000000000003,2011-12,UNLV
Carlos Lopez,21,0.21100000000000002,0.2,0.688,0.263,0.2,0.2,2011-12,UNLV
Quintrell Thomas,19,0.259,0.268,0.733,0.121,0.2,0.5,2011-12,UNLV
Brice Massamba,12,0.094,0.09699999999999999,0.778,0.079,0.077,0.33299999999999996,2011-12,UNLV
Anthony Marshall,11,0.051,0.055,0.625,0.025,0.036000000000000004,0.5,2011-12,UNLV
Justin Hawkins,11,0.11,0.106,0.625,0.036000000000000004,0.14300000000000002,1,2011-12,UNLV
Chace Stanback,10,0.205,0.14300000000000002,0.375,0.009000000000000001,0,0,2011-12,UNLV
Oscar Bellfield,3,0.057,0.045,0.5,0.011000000000000001,0,0,2011-12,UNLV
Karam Mashour,2,0.071,0,0,1,NA,0,2011-12,UNLV
Reggie Smith,2,0.111,0,0,0.091,0,0,2011-12,UNLV
Total,128,0.141,0.145,0.6629999999999999,0.046,0.04,0.308,2011-12,UNLV
