name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Josh Williams,19,0.138,0.16699999999999998,0.8240000000000001,0.028999999999999998,0,0,2014-15,Lipscomb
Chad Lang,17,0.16699999999999998,0.172,0.7140000000000001,0.091,0,0,2014-15,Lipscomb
Malcolm Smith,16,0.098,0.113,0.615,0.04,0,0,2014-15,Lipscomb
Talbott Denny,9,0.096,0.098,0.556,0,0,NA,2014-15,Lipscomb
Brett Wishon,9,0.316,0.4,0.667,0.125,0.14300000000000002,0.33299999999999996,2014-15,Lipscomb
George Brammeier,6,0.171,0.19,0.667,0,0,NA,2014-15,Lipscomb
Martin Smith,3,0.049,0.048,0.5,0.055999999999999994,0,0,2014-15,Lipscomb
Aaron Korn,3,0.15,0.1,0.33299999999999996,0,0,NA,2014-15,Lipscomb
J.C. Hampton,2,0.02,0.053,1,0,0,NA,2014-15,Lipscomb
Nathan Moran,1,0,0,NA,0,0,NA,2014-15,Lipscomb
Chad Johnson,1,0.1,0,0,0,0,NA,2014-15,Lipscomb
Charles Smith,1,0.16699999999999998,0,0,0,0,NA,2014-15,Lipscomb
Total,87,0.114,0.133,0.6579999999999999,0.034,0.008,0.083,2014-15,Lipscomb
