name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Adam Pegg,32,0.18100000000000002,0.161,0.5,0.035,0.033,0.5,2011-12
Willie Green,27,0.308,0.273,0.625,0.048,0,0,2011-12
Chris Perez,23,0.154,0.203,0.8420000000000001,0.039,0.054000000000000006,0.5,2011-12
Joel Naburgs,8,0.154,0.111,0.5,0.077,0,0,2011-12
Jermol Paul,7,0.429,0.5,0.667,0.25,NA,0,2011-12
Liam McInerney,6,0.2,0.214,0.5,0,0,NA,2011-12
Aaron Graham,4,0.064,0.071,0.667,0,0,NA,2011-12
Tyshawn Patterson,3,0.033,0,0,0.037000000000000005,0,0,2011-12
Dennis Diaz,2,0.182,0,0,0,0,NA,2011-12
Amara Thompson,2,0.091,0.077,0.5,0,0,NA,2011-12
J.R. Weston,2,0.5,NA,0,0,0,NA,2011-12
Total,116,0.179,0.175,0.586,0.034,0.023,0.267,2011-12
