shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.389,0.599,0.057,0.635,2012-13
2pt Jumpers,0.266,0.379,0.047,0.39799999999999996,2012-13
3pt Shots,0.345,0.33799999999999997,0.006,0.34,2012-13
