name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jordan Mickey,49,0.18600000000000003,0.171,0.621,0.09300000000000001,0.071,0.3,2014-15
Jarell Martin,49,0.204,0.225,0.7559999999999999,0.055999999999999994,0.04,0.25,2014-15
Tim Quarterman,18,0.147,0.08800000000000001,0.4,0.048,0,0,2014-15
Brian Bridgewater,7,0.125,0.158,0.75,0.15,0,0,2014-15
Keith Hornsby,7,0.051,0.055,0.75,0.018000000000000002,0,0,2014-15
Darcy Malone,4,0.5,0.6,0.75,0,0,NA,2014-15
Aaron Epps,4,0.33299999999999996,0.25,0.5,0.2,0.5,0.5,2014-15
Josh Gray,3,0.02,0.018000000000000002,0.5,0.016,0,0,2014-15
Jalyn Patterson,2,0,0,NA,0.026000000000000002,0,0,2014-15
John Odo,2,0.2,0.14300000000000002,0.5,0,0,NA,2014-15
Elbert Robinson Iii,1,0.5,1,1,0,0,NA,2014-15
Total,146,0.14400000000000002,0.142,0.654,0.059000000000000004,0.04,0.225,2014-15
