name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kenny Frease,31,0.174,0.188,0.6920000000000001,0.035,0.019,0.2,2011-12
Andre Walker,26,0.221,0.163,0.47100000000000003,0.107,0.14300000000000002,0.444,2011-12
Jeff Robinson,20,0.257,0.244,0.611,0.059000000000000004,0,0,2011-12
Dezmine Wells,16,0.11599999999999999,0.10800000000000001,0.5710000000000001,0.031,0,0,2011-12
Travis Taylor,11,0.11699999999999999,0.111,0.556,0.04,0.083,0.5,2011-12
Justin Martin,8,0.261,0.267,0.667,0.11800000000000001,0,0,2011-12
Mark Lyons,6,0.023,0.011000000000000001,0.25,0.022000000000000002,0,0,2011-12
Tu Holloway,4,0.018000000000000002,0.013000000000000001,0.5,0.013999999999999999,0.022000000000000002,0.5,2011-12
Dee Davis,1,0.062,0,0,0,0,NA,2011-12
Griffin McKenzie,1,0.33299999999999996,0,0,0,NA,NA,2011-12
Total,124,0.11800000000000001,0.111,0.5710000000000001,0.04,0.032,0.26899999999999996,2011-12
