start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.086,0.46799999999999997,0.397,0.46,0.222,0.429,0.381,0.33299999999999996,2014-15
"Rebound, 11-30 s",0.268,0.474,0.281,0.473,0.41100000000000003,0.348,0.309,0.43,2014-15
"Score, 0-10 s",0.046,0.358,0.373,0.48,0.209,0.214,0.418,0.214,2014-15
"Score, 11-30 s",0.429,0.46,0.29100000000000004,0.525,0.389,0.348,0.32,0.358,2014-15
"Steal, 0-10 s",0.035,0.47100000000000003,0.5770000000000001,0.633,0.135,0.14300000000000002,0.28800000000000003,0.2,2014-15
"Steal, 11-30 s",0.028999999999999998,0.57,0.233,0.8,0.27899999999999997,0.25,0.488,0.429,2014-15
Transition,0.16699999999999998,0.439,0.429,0.514,0.2,0.327,0.371,0.275,2014-15
