shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.322,0.633,0.068,0.679,2013-14,Davidson
2pt Jumpers,0.413,0.413,0.026000000000000002,0.424,2013-14,Davidson
3pt Shots,0.265,0.353,0,0.353,2013-14,Davidson
