name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Dylan Carl,18,0.174,0.14300000000000002,0.688,0.043,0,0,2019-20
Deonte Billups,15,0.113,0.14300000000000002,0.615,0.061,0,0,2019-20
Cameron Benford,12,0.185,0.21899999999999997,0.7,0.14300000000000002,0,0,2019-20
Marcus DeBerry,10,0.188,0.14300000000000002,0.444,0.024,0,0,2019-20
Jarred Godfrey,8,0.024,0.028999999999999998,0.75,0.024,0.036000000000000004,0.5,2019-20
Brian Patrick,5,0.043,0.037000000000000005,0.5,0,0,NA,2019-20
Matt Holba,4,0.075,0.094,0.75,0,0,NA,2019-20
Tionne Rollins,3,0.1,0,0,0,0,NA,2019-20
Demierre Black,1,0.013000000000000001,0,0,0,0,NA,2019-20
Total,76,0.086,0.086,0.603,0.026000000000000002,0.009000000000000001,0.111,2019-20
