name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kyle Tresnak,22,0.157,0.152,0.7140000000000001,0.006,0,0,2012-13,WeberSt.
Joel Bolomboy,19,0.16699999999999998,0.147,0.625,0.059000000000000004,0.059000000000000004,0.33299999999999996,2012-13,WeberSt.
Frank Otis,18,0.09,0.08199999999999999,0.643,0.055999999999999994,0.03,0.25,2012-13,WeberSt.
James Hajek,5,0.179,0.214,0.6,0,0,NA,2012-13,WeberSt.
Gelaun Wheelwright,3,0.040999999999999995,0.065,1,0.019,0.048,1,2012-13,WeberSt.
Jordan Richardson,2,0,0,NA,0.034,0.037000000000000005,0.5,2012-13,WeberSt.
Byron Fulton,2,0.5,0.5,1,0.111,0.33299999999999996,1,2012-13,WeberSt.
Scott Bamforth,1,0,0,NA,0,0,NA,2012-13,WeberSt.
Davion Berry,1,0.009000000000000001,0.013999999999999999,1,0,0,NA,2012-13,WeberSt.
Royce Williams,1,0.045,0,0,0,0,NA,2012-13,WeberSt.
Total,74,0.092,0.09300000000000001,0.672,0.018000000000000002,0.018000000000000002,0.41700000000000004,2012-13,WeberSt.
