shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.337,0.607,0.09699999999999999,0.672,2017-18
2pt Jumpers,0.257,0.365,0.064,0.39,2017-18
3pt Shots,0.406,0.361,0.006999999999999999,0.364,2017-18
