shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.37,0.602,0.085,0.6579999999999999,2018-19
2pt Jumpers,0.261,0.391,0.032,0.40399999999999997,2018-19
3pt Shots,0.37,0.34700000000000003,0.003,0.348,2018-19
