name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Ryan Watkins,55,0.298,0.33,0.8059999999999999,0.135,0.095,0.316,2013-14,BoiseSt.
Anthony Drmic,12,0.06,0.064,0.7140000000000001,0.054000000000000006,0.094,0.6,2013-14,BoiseSt.
Derrick Marks,6,0.009000000000000001,0,0,0.024,0.039,0.6,2013-14,BoiseSt.
Nick Duncan,4,0.1,0.083,0.5,0.2,0,0,2013-14,BoiseSt.
Thomas Bropleh,4,0.059000000000000004,0.061,0.667,0,0,NA,2013-14,BoiseSt.
Dezmyn Trent,4,0.154,0.125,0.5,0.133,0,0,2013-14,BoiseSt.
Igor Hadziomerovic,4,0.079,0.071,0.667,0.015,0,0,2013-14,BoiseSt.
Edmunds Dukulis,2,0.16699999999999998,0.25,1,0.16699999999999998,0,0,2013-14,BoiseSt.
Mikey Thompson,1,0.012,0.019,1,0,0,NA,2013-14,BoiseSt.
Jeff Elorriaga,1,0,0,NA,0,0,NA,2013-14,BoiseSt.
Total,93,0.09699999999999999,0.10800000000000001,0.75,0.053,0.051,0.34299999999999997,2013-14,BoiseSt.
