name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Stephen Madison,25,0.10400000000000001,0.122,0.72,0,0,NA,2013-14
Bira Seck,20,0.221,0.175,0.526,0.027999999999999997,0.125,1,2013-14
Sekou Wiggs,12,0.10300000000000001,0.107,0.545,0.013999999999999999,0,0,2013-14
Joe Kammerer,11,0.25,0.182,0.364,0,0,NA,2013-14
Paulin Mpawe,9,0.318,0.222,0.28600000000000003,0.125,0.33299999999999996,1,2013-14
Ty Egbert,6,0.17600000000000002,0.28600000000000003,1,0,0,NA,2013-14
Perrion Callandret,6,0.182,0.214,0.5,0,0,NA,2013-14
Mike Scott,4,0.033,0.038,0.667,0,0,NA,2013-14
Connor Hill,2,0.019,0.032,1,0.013000000000000001,0.028999999999999998,1,2013-14
Allen Jiles IV,1,0.25,0,0,0,0,NA,2013-14
Glen Dean,1,0.02,0.048,1,0,0,NA,2013-14
Total,97,0.11900000000000001,0.122,0.5820000000000001,0.01,0.022000000000000002,0.8,2013-14
