name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Timajh Parker-Rivera,36,0.268,0.214,0.455,0.12,0.25,0.667,2013-14,Towson
Jerrelle Benimon,36,0.152,0.182,0.765,0.013999999999999999,0.016,0.5,2013-14,Towson
Marcus Damas,17,0.10099999999999999,0.09699999999999999,0.5,0.038,0.053,0.5,2013-14,Towson
Walter Foster,13,0.4,0.467,0.583,0.1,0.25,1,2013-14,Towson
Mike Burwell,13,0.063,0.073,0.5710000000000001,0.073,0.062,0.33299999999999996,2013-14,Towson
John Davis,12,0.233,0.31,0.9,0.125,0,0,2013-14,Towson
Rafriel Guthrie,11,0.063,0.078,0.667,0.027999999999999997,0,0,2013-14,Towson
Jamel Flash,3,0.6,0,0,NA,NA,NA,2013-14,Towson
Jonah Meredith,1,1,1,1,NA,NA,NA,2013-14,Towson
Four McGlynn,1,0.083,0,0,0,0,NA,2013-14,Towson
Total,143,0.147,0.156,0.605,0.040999999999999995,0.045,0.389,2013-14,Towson
