start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.10800000000000001,0.5539999999999999,0.34,0.72,0.252,0.37799999999999995,0.408,0.35,2012-13,UTEP
"Rebound, 11-30 s",0.23600000000000002,0.488,0.239,0.623,0.46299999999999997,0.369,0.298,0.375,2012-13,UTEP
"Opp score, 0-10 s",0.023,0.547,0.312,0.8,0.312,0.2,0.375,0.41700000000000004,2012-13,UTEP
"Opp score, 11-30 s",0.41100000000000003,0.483,0.221,0.629,0.429,0.358,0.35,0.36200000000000004,2012-13,UTEP
"Steal, 0-10 s",0.057,0.519,0.545,0.7859999999999999,0.20800000000000002,0.25,0.247,0.105,2012-13,UTEP
"Steal, 11-30 s",0.027000000000000003,0.514,0.243,0.556,0.45899999999999996,0.294,0.297,0.545,2012-13,UTEP
Transition,0.188,0.5429999999999999,0.39799999999999996,0.755,0.24600000000000002,0.317,0.355,0.308,2012-13,UTEP
