name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ryan Nicholas,21,0.15,0.191,0.75,0.048,0.033,0.25,2012-13
VAN,17,0.099,0.11900000000000001,0.875,0.08800000000000001,0.098,0.444,2012-13
Riley Barker,13,0.22399999999999998,0.273,0.818,0.047,0,0,2012-13
Bryce Pressley,6,0.069,0.059000000000000004,0.5,0.111,0.154,0.5,2012-13
Kevin Bailey,6,0.04,0.022000000000000002,0.33299999999999996,0.023,0.042,0.667,2012-13
Oskars Reinfelds,5,0.057,0.059000000000000004,0.5,0.13,0.33299999999999996,0.667,2012-13
Derrick Rodgers,3,0.034,0.069,1,0,0,NA,2012-13
Tanner Riley,2,0,0,NA,0.024,0,0,2012-13
John Bailey,2,0.2,0,0,0,0,NA,2012-13
Korey Thieleke,2,0.021,0.034,1,0.02,0,0,2012-13
Jake Ehlers,1,0.2,0,0,0,0,NA,2012-13
Total,78,0.086,0.10099999999999999,0.705,0.040999999999999995,0.047,0.387,2012-13
