shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.321,0.614,0.091,0.6759999999999999,2013-14,WesternMich.
2pt Jumpers,0.293,0.321,0.096,0.355,2013-14,WesternMich.
3pt Shots,0.387,0.309,0.004,0.31,2013-14,WesternMich.
