name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Daniel Miller,36,0.20800000000000002,0.2,0.7040000000000001,0.071,0.111,0.667,2013-14,GeorgiaTech
Kammeon Holsey,27,0.23199999999999998,0.22699999999999998,0.682,0.057,0.09699999999999999,0.6,2013-14,GeorgiaTech
Marcus Georges-Hunt,26,0.106,0.11699999999999999,0.643,0.107,0.14800000000000002,0.364,2013-14,GeorgiaTech
Robert Carter,12,0.107,0.132,0.833,0.063,0.09300000000000001,0.667,2013-14,GeorgiaTech
Quinton Stephens,10,0.615,0.429,0.375,0.037000000000000005,0.048,0.5,2013-14,GeorgiaTech
Chris Bolden,5,0.077,0.077,0.33299999999999996,0.037000000000000005,0,0,2013-14,GeorgiaTech
Corey Heyward,2,0.077,0,0,0.125,0,0,2013-14,GeorgiaTech
Trae Golden,2,0,0,NA,0.023,0,0,2013-14,GeorgiaTech
Stacey Poole,2,0.036000000000000004,0,0,0.042,0.1,1,2013-14,GeorgiaTech
Solomon Poole,1,0.071,0.111,1,0,0,NA,2013-14,GeorgiaTech
Robert Sampson,1,0.33299999999999996,1,1,0,0,NA,2013-14,GeorgiaTech
Jason Morris,1,0.14300000000000002,0.2,1,0,NA,NA,2013-14,GeorgiaTech
Aaron Peek,1,0,0,NA,1,NA,0,2013-14,GeorgiaTech
Total,126,0.13699999999999998,0.147,0.647,0.059000000000000004,0.076,0.475,2013-14,GeorgiaTech
