name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Laquentin Miles,30,0.147,0.203,0.857,0.071,0.115,0.625,2012-13
Jordan Harks,22,0.19,0.11900000000000001,0.41700000000000004,0.092,0.136,0.8,2012-13
Anthony Borden,17,0.18899999999999997,0.18899999999999997,0.7,0.095,0.107,0.429,2012-13
Jarvis Garner,13,0.109,0.091,0.5,0.043,0.057,0.5710000000000001,2012-13
Terrell Brown,10,0.23800000000000002,0.231,0.6,0.139,0.222,0.8,2012-13
Robert Crawford,7,0.077,0.05,0.33299999999999996,0.052000000000000005,0.09699999999999999,0.75,2012-13
Daouda Berete,6,0.034,0.071,1,0.07400000000000001,0.111,0.6,2012-13
Lenell Brown,3,0.154,0.125,0.5,0.062,0.2,1,2012-13
Deshone McClure,3,0.045,0.062,1,0.035,0.08,1,2012-13
Ryan Williams,3,0.055999999999999994,0,0,0.036000000000000004,0.055999999999999994,0.5,2012-13
Sean Young,2,1,NA,0,0,0,NA,2012-13
Total,116,0.132,0.132,0.596,0.064,0.102,0.6609999999999999,2012-13
