name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Koby Thomas,41,0.21100000000000002,0.14400000000000002,0.39,0,0,NA,2017-18
Ronnie Gombe,22,0.301,0.3,0.545,0,0,NA,2017-18
Dachon Burke,15,0.057,0.037000000000000005,0.385,0.01,0,0,2017-18
David Cole,12,0.244,0.2,0.364,0.071,0,0,2017-18
Malik Petteway,11,0.289,0.25,0.455,0,0,NA,2017-18
Charles Bain,9,0.11900000000000001,0.161,0.625,0.04,0,0,2017-18
Chris Coalmon,9,0.34600000000000003,0.25,0.444,0,0,NA,2017-18
Leondre Washington,4,0.08,0.111,0.5,0,0,NA,2017-18
Seth Rouse,2,0.4,1,0.5,0,NA,NA,2017-18
Jon Williams,2,0,0,NA,0,0,NA,2017-18
Nick Castelveter,1,1,NA,0,0,NA,NA,2017-18
Matty McConnell,1,0.016,0,0,0,0,NA,2017-18
Total,129,0.15,0.12300000000000001,0.439,0.008,0,0,2017-18
