name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jarrey Foster,26,0.239,0.179,0.462,0,0,NA,2017-18
Ethan Chargois,23,0.23800000000000002,0.214,0.632,0.121,0.2,0.5,2017-18
Jimmy Whitt,18,0.131,0.062,0.28600000000000003,0.025,0.043,0.75,2017-18
Akoy Agau,10,0.161,0.121,0.444,0.067,0.16699999999999998,1,2017-18
Ben Emelogu II,10,0.172,0.235,0.8,0,0,NA,2017-18
Everett Ray,6,0.25,0.182,0.5,0.667,1,0.5,2017-18
Jahmal McMurray,5,0.077,0,0,0.025,0.059000000000000004,1,2017-18
William Douglas,5,0.21100000000000002,0.25,0.25,0.067,0,0,2017-18
Shake Milton,4,0.033,0.034,0.5,0.024,0.026000000000000002,0.5,2017-18
Elijah Landrum,3,0.086,0.16699999999999998,0.667,0,0,NA,2017-18
Total,110,0.161,0.139,0.489,0.031,0.05,0.625,2017-18
