shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.348,0.634,0.111,0.713,2012-13
2pt Jumpers,0.32299999999999995,0.292,0.149,0.34299999999999997,2012-13
3pt Shots,0.32799999999999996,0.359,0.013999999999999999,0.364,2012-13
