name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jayden Martinez,23,0.22399999999999998,0.218,0.545,0.013999999999999999,0.042,1,2019-20
Nick Guadarrama,23,0.177,0.203,0.696,0,0,NA,2019-20
Sean Sutherlin,17,0.06,0.07400000000000001,0.643,0.045,0.083,0.33299999999999996,2019-20
Chris Lester,14,0.22399999999999998,0.22899999999999998,0.727,0.054000000000000006,0.111,0.5,2019-20
Marque Maultsby,12,0.095,0.15,0.75,0.034,0,0,2019-20
Meekness Payne,4,0.28600000000000003,0.33299999999999996,0.5,0,0,NA,2019-20
Luke Rosinski,3,0.125,0.091,0.33299999999999996,0,0,NA,2019-20
Josh Hopkins,3,0.031,0,0,0.016,0,0,2019-20
Mark Carbone,2,0,0,NA,0.045,0.2,1,2019-20
Blondeau Tchoukuiengo,1,0.1,0,0,0,0,NA,2019-20
Total,102,0.126,0.141,0.621,0.026000000000000002,0.036000000000000004,0.4,2019-20
