name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chaise Daniels,32,0.185,0.243,0.897,0.019,0,0,2016-17,Quinnipiac
Peter Kiss,23,0.157,0.162,0.579,0.024,0.02,0.33299999999999996,2016-17,Quinnipiac
Donovan Smith,17,0.262,0.22899999999999998,0.47100000000000003,0,0,NA,2016-17,Quinnipiac
Abdulai Bundu,15,0.17300000000000001,0.17800000000000002,0.5710000000000001,0.025,0.071,1,2016-17,Quinnipiac
Daniel Harris,10,0.273,0.2,0.33299999999999996,0.059000000000000004,0.05,0.33299999999999996,2016-17,Quinnipiac
Mikey Dixon,9,0.062,0.091,0.857,0.01,0.022000000000000002,1,2016-17,Quinnipiac
Andrew Robinson,5,0.231,0,0,0.111,0,0,2016-17,Quinnipiac
Alain Chigha,5,0.267,0.231,0.75,0,0,NA,2016-17,Quinnipiac
Ja'Kwan Jones,3,0.111,0.25,1,0.28600000000000003,0,0,2016-17,Quinnipiac
Reggie Oliver,3,0.027999999999999997,0,0,0.017,0,0,2016-17,Quinnipiac
Phil Winston,2,0.039,0.071,1,0,0,NA,2016-17,Quinnipiac
Total,124,0.15,0.16899999999999998,0.65,0.026000000000000002,0.018000000000000002,0.25,2016-17,Quinnipiac
