name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jalen Hill,25,0.23,0.26899999999999996,0.7829999999999999,0.033,0.053,0.5,2019-20
Cody Riley,21,0.168,0.20800000000000002,0.8420000000000001,0.021,0,0,2019-20
Chris Smith,17,0.14800000000000002,0.163,0.667,0.033,0.054000000000000006,0.75,2019-20
Jaquez Jaime,12,0.11900000000000001,0.114,0.625,0.033,0,0,2019-20
Shareef O'Neal,5,0.3,0.4,0.667,0.16699999999999998,0,0,2019-20
Jules Bernard,4,0.08800000000000001,0.111,0.667,0.026000000000000002,0,0,2019-20
Alex Olesinski,3,0.33299999999999996,0.33299999999999996,0.5,0.091,0,0,2019-20
Tyger Campbell,3,0.057,0,0,0,0,NA,2019-20
Prince Ali,2,0.032,0,0,0.015,0,0,2019-20
Jake Kyman,2,0,0,NA,0.067,0.11800000000000001,1,2019-20
David Singleton,1,0,0,NA,0,0,NA,2019-20
Total,95,0.145,0.171,0.703,0.027999999999999997,0.025,0.353,2019-20
