shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.34600000000000003,0.593,0.113,0.669,2011-12,Tulane
2pt Jumpers,0.324,0.341,0.064,0.364,2011-12,Tulane
3pt Shots,0.33,0.331,0.017,0.337,2011-12,Tulane
