shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.298,0.605,0.07,0.65,2014-15,Evansville
2pt Jumpers,0.359,0.355,0.114,0.401,2014-15,Evansville
3pt Shots,0.34299999999999997,0.355,0.009000000000000001,0.358,2014-15,Evansville
