shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.267,0.615,0.10099999999999999,0.684,2017-18
2pt Jumpers,0.324,0.321,0.09699999999999999,0.355,2017-18
3pt Shots,0.409,0.38,0.017,0.386,2017-18
