name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Luke Maye,58,0.235,0.266,0.7859999999999999,0.07200000000000001,0.039,0.188,2017-18
Sterling Manley,29,0.33299999999999996,0.29600000000000004,0.64,0.07400000000000001,0.158,0.75,2017-18
Garrison Brooks,24,0.27399999999999997,0.22399999999999998,0.55,0.08,0.125,0.5,2017-18
Theo Pinson,17,0.07400000000000001,0.08800000000000001,0.8,0.08,0.111,0.429,2017-18
Cameron Johnson,14,0.133,0.179,0.875,0.09,0.07400000000000001,0.33299999999999996,2017-18
Brandon Huffman,9,0.353,0.28600000000000003,0.667,0.16699999999999998,0,0,2017-18
Kenny Williams,8,0.06,0.073,0.8,0.034,0.069,1,2017-18
Brandon Robinson,6,0.14300000000000002,0.2,0.5,0.158,0,0,2017-18
Andrew Platek,4,0.235,0.182,0.5,0,0,NA,2017-18
Joel Berry II,3,0.006999999999999999,0.013999999999999999,1,0.018000000000000002,0.049,1,2017-18
Shea Rush,1,0,0,NA,0.14300000000000002,1,1,2017-18
Walker Miller,1,NA,NA,NA,0.14300000000000002,0,0,2017-18
Total,174,0.149,0.16399999999999998,0.7070000000000001,0.066,0.067,0.36700000000000005,2017-18
