shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.314,0.552,0.14800000000000002,0.648,2012-13,Louisville
2pt Jumpers,0.353,0.32799999999999996,0.084,0.359,2012-13,Louisville
3pt Shots,0.33299999999999996,0.318,0.013000000000000001,0.322,2012-13,Louisville
