shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.32299999999999995,0.624,0.109,0.7,2018-19,DePaul
2pt Jumpers,0.245,0.364,0.054000000000000006,0.385,2018-19,DePaul
3pt Shots,0.43200000000000005,0.37200000000000005,0.013999999999999999,0.37799999999999995,2018-19,DePaul
