name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Lamarr Kimble,351,0.45999999999999996,0.419,0.251,0.5,0.205,0.39299999999999996,0.312,0.11599999999999999,0.35600000000000004,0.32,0.625,0.319,0.696,2016-17
Charlie Brown,344,0.518,0.478,0.128,0.545,0.41700000000000004,0.33399999999999996,0.29600000000000004,0.353,0.5379999999999999,0.384,0.93,0.24100000000000002,0.8190000000000001,2016-17
James Demery,241,0.47600000000000003,0.43799999999999994,0.42700000000000005,0.6409999999999999,0.379,0.456,0.264,0.276,0.11599999999999999,0.25,1,0.5479999999999999,0.591,2016-17
Chris Clover,231.99999999999997,0.443,0.409,0.237,0.491,0.37,0.44,0.34299999999999997,0.28600000000000003,0.32299999999999995,0.293,0.955,0.28,0.662,2016-17
Shavar Newkirk,163,0.597,0.525,0.264,0.605,0,0.442,0.431,0,0.294,0.396,0.684,0.521,0.847,2016-17
Nick Robinson,146,0.434,0.39,0.336,0.531,0.192,0.363,0.302,0.43799999999999994,0.301,0.22699999999999998,0.9,0.555,0.568,2016-17
Brendan Casper,138,0.483,0.449,0.406,0.607,0.529,0.39899999999999997,0.4,0.545,0.196,0.14800000000000002,1,0.326,0.667,2016-17
Markell Lodge,85,0.6859999999999999,0.741,0.882,0.787,0.61,0.11800000000000001,0.4,0.75,0,NA,NA,0.45899999999999996,0.41,2016-17
Javon Baumann,55.00000000000001,0.5710000000000001,0.636,0.8,0.705,0.516,0.2,0.364,0.5,0,NA,NA,0.745,0.366,2016-17
Jai Williams,41,0.639,0.634,0.7559999999999999,0.71,0.727,0.244,0.4,0.5,0,NA,NA,0.8290000000000001,0.618,2016-17
Mike Booth,4,0.375,0.375,0,NA,NA,0.5,0,NA,0.5,0.5,1,0,NA,2016-17
Kyle Thompson,2,0.128,0,0.5,0,NA,0.5,0,NA,0,NA,NA,2,0.25,2016-17
Christian Vega,2,0,0,0.5,0,NA,0,NA,NA,0.5,0,NA,0,NA,2016-17
Gerald Blount,2,0.385,0,0.5,0,NA,0.5,0,NA,0,NA,NA,2,0.75,2016-17
Toliver Freeman,1,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2016-17
Lorenzo Edwards,1,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2016-17
"NEAL,CULLEN",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-17
Total,1807.9999999999998,0.501,0.466,0.327,0.607,0.40399999999999997,0.376,0.326,0.275,0.297,0.324,0.8390000000000001,0.401,0.65,2016-17
