start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.126,0.57,0.35,0.643,0.145,0.414,0.505,0.376,2016-17,SaintJoseph's
"Rebound, 11-30 s",0.245,0.49700000000000005,0.249,0.588,0.29,0.389,0.462,0.344,2016-17,SaintJoseph's
"Score, 0-10 s",0.038,0.59,0.23,0.7140000000000001,0.16399999999999998,0.5,0.607,0.37799999999999995,2016-17,SaintJoseph's
"Score, 11-30 s",0.395,0.47200000000000003,0.245,0.584,0.275,0.318,0.479,0.336,2016-17,SaintJoseph's
"Steal, 0-10 s",0.057,0.622,0.644,0.7240000000000001,0.08900000000000001,0.25,0.267,0.33299999999999996,2016-17,SaintJoseph's
"Steal, 11-30 s",0.025,0.397,0.308,0.667,0.308,0.25,0.385,0.2,2016-17,SaintJoseph's
Transition,0.221,0.5870000000000001,0.405,0.6829999999999999,0.134,0.40399999999999997,0.462,0.37,2016-17,SaintJoseph's
