shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.301,0.617,0.12,0.701,2016-17
2pt Jumpers,0.25,0.365,0.069,0.392,2016-17
3pt Shots,0.449,0.349,0.012,0.353,2016-17
