shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.33299999999999996,0.5920000000000001,0.094,0.653,2017-18
2pt Jumpers,0.267,0.361,0.076,0.391,2017-18
3pt Shots,0.4,0.33,0.01,0.33299999999999996,2017-18
