name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Xavier Sneed,17,0.153,0.14300000000000002,0.615,0.062,0.1,0.5,2017-18
Dean Wade,13,0.105,0.13,0.909,0.012,0.025,1,2017-18
Makol Mawien,9,0.061,0.055999999999999994,0.667,0.046,0.034,0.33299999999999996,2017-18
Levi Stockard III,9,0.261,0.267,0.667,0.111,0.091,0.33299999999999996,2017-18
Amaad Wainright,6,0.185,0.2,0.8,0.053,0,0,2017-18
Nigel Shadd,4,0.6,0.33299999999999996,0.33299999999999996,0.33299999999999996,NA,0,2017-18
Cartier Diarra,4,0.025,0.021,0.5,0.069,0,0,2017-18
Barry Brown,4,0.022000000000000002,0.025,0.75,0,0,NA,2017-18
Kamau Stokes,3,0.068,0.083,0.667,0,0,NA,2017-18
Mawdo Sallah,3,0.077,0.125,1,0.133,0.14300000000000002,0.5,2017-18
Mike McGuirl,2,0.083,0,0,0.16699999999999998,0,0,2017-18
Total,74,0.081,0.083,0.691,0.032,0.031,0.368,2017-18
