name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Mitch McGary,48,0.161,0.159,0.778,0.268,0.304,0.467,2012-13,Michigan
Glenn Robinson III,36,0.134,0.131,0.765,0.20199999999999999,0.2,0.474,2012-13,Michigan
Jordan Morgan,20,0.131,0.128,0.75,0.19399999999999998,0.292,0.583,2012-13,Michigan
Jon Horford,7,0.114,0.154,1,0.125,0.25,0.667,2012-13,Michigan
Nik Stauskas,6,0.036000000000000004,0,0,0.033,0.05,0.5,2012-13,Michigan
Max Bielfeldt,6,0.375,0.2,0.33299999999999996,0.3,0.5,0.667,2012-13,Michigan
Trey Burke,5,0.009000000000000001,0.013999999999999999,1,0.016,0.018000000000000002,0.5,2012-13,Michigan
Hardaway Tim,3,0.012,0,0,0.011000000000000001,0.015,0.5,2012-13,Michigan
Blake McLimans,2,0,0,NA,1,NA,0,2012-13,Michigan
Caris LeVert,1,0,0,NA,0.028999999999999998,0,0,2012-13,Michigan
Matt Vogrich,1,0,0,NA,0,0,NA,2012-13,Michigan
Total,135,0.086,0.086,0.722,0.09,0.11,0.48700000000000004,2012-13,Michigan
