shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.40700000000000003,0.599,0.106,0.669,2018-19,FloridaA&M
2pt Jumpers,0.221,0.327,0.096,0.36200000000000004,2018-19,FloridaA&M
3pt Shots,0.37200000000000005,0.302,0.005,0.304,2018-19,FloridaA&M
