name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Emanuel Littles,28,0.231,0.28600000000000003,0.8,0.057999999999999996,0.055999999999999994,0.33299999999999996,2019-20
Mervin James,14,0.096,0.122,0.6920000000000001,0.013999999999999999,0.028999999999999998,1,2019-20
Christian Agnew,9,0.042,0.06,0.8,0.013999999999999999,0,0,2019-20
James Anderson,6,0.11800000000000001,0.15,0.75,0.047,0.059000000000000004,0.5,2019-20
Cameron Diggs,4,0.14800000000000002,0.188,0.75,0,0,NA,2019-20
Jamari Blackmon,3,0.038,0.083,1,0,0,NA,2019-20
C.J. Brim,2,0,0,NA,0,0,NA,2019-20
Aleksa Matic,2,0.111,0.14300000000000002,1,0.2,0.5,1,2019-20
Logan Windeler,2,0.2,0,0,0,NA,NA,2019-20
Payton Youngblood,2,0,0,NA,0.045,0,0,2019-20
Holden Redparth,1,0,NA,NA,0.25,NA,0,2019-20
Total,73,0.08800000000000001,0.12,0.754,0.025,0.027999999999999997,0.4,2019-20
