name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Bobby Portis,62,0.23600000000000002,0.222,0.711,0.069,0.076,0.41200000000000003,2014-15,Arkansas
Michael Qualls,26,0.162,0.174,0.762,0.042,0.061,0.4,2014-15,Arkansas
Moses Kingsley,17,0.22,0.17600000000000002,0.462,0.095,0.067,0.25,2014-15,Arkansas
Jacorey Williams,12,0.146,0.207,0.857,0.038,0.023,0.2,2014-15,Arkansas
Alandise Harris,9,0.049,0.061,0.75,0.055999999999999994,0.026000000000000002,0.2,2014-15,Arkansas
Anton Beard,6,0.098,0.083,0.5,0.047,0.091,0.5,2014-15,Arkansas
Anthlon Bell,5,0.133,0,0,0.053,0.091,0.667,2014-15,Arkansas
Manuale Watkins,4,0.1,0.13,1,0.032,0.067,1,2014-15,Arkansas
Nick Babb,2,0.14300000000000002,0.33299999999999996,1,0.16699999999999998,0,0,2014-15,Arkansas
Trey Thompson,2,1,1,0.5,0,NA,NA,2014-15,Arkansas
Rashad Madden,2,0.036000000000000004,0.028999999999999998,0.5,0,0,NA,2014-15,Arkansas
Keaton Miles,1,0,0,NA,0.2,NA,0,2014-15,Arkansas
Total,148,0.154,0.158,0.6829999999999999,0.052000000000000005,0.055,0.364,2014-15,Arkansas
