name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Carl Baptiste,36,0.223,0.22899999999999998,0.727,0.023,0.018000000000000002,0.33299999999999996,2013-14,Delaware
Marvin King-Davis,20,0.235,0.231,0.562,0.11800000000000001,0.182,0.5,2013-14,Delaware
Davon Usher,13,0.07400000000000001,0.075,0.636,0.01,0.026000000000000002,1,2013-14,Delaware
Devon Saddler,11,0.045,0.045,0.5710000000000001,0.027000000000000003,0.073,1,2013-14,Delaware
Jarvis Threatt,11,0.043,0.054000000000000006,0.625,0.03,0.057,0.667,2013-14,Delaware
Cazmon Hayes,7,0.3,0.385,0.833,0.111,0.5,1,2013-14,Delaware
Devonne Pinkard,7,0.429,0.5,0.5,0.1,NA,0,2013-14,Delaware
Kyle Anderson,6,0.095,0,0,0.02,0,0,2013-14,Delaware
Barnett Harris,2,0.5,0.33299999999999996,0.5,0,0,NA,2013-14,Delaware
Maurice Jeffers,2,0.28600000000000003,0.4,1,0,NA,NA,2013-14,Delaware
Tommy Williams,1,0.5,NA,0,NA,NA,NA,2013-14,Delaware
Total,116,0.12,0.128,0.625,0.031,0.051,0.611,2013-14,Delaware
