shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.29600000000000004,0.596,0.08800000000000001,0.654,2016-17
2pt Jumpers,0.371,0.37200000000000005,0.09699999999999999,0.41200000000000003,2016-17
3pt Shots,0.33399999999999996,0.39899999999999997,0.006999999999999999,0.402,2016-17
