name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Gary Payton II,21,0.12300000000000001,0.114,0.632,0.011000000000000001,0,0,2014-15
Daniel Gomis,16,0.22699999999999998,0.21899999999999997,0.467,0.033,0.083,1,2014-15
Jarmal Reid,10,0.09300000000000001,0.062,0.33299999999999996,0.011000000000000001,0.028999999999999998,1,2014-15
Victor Robbins,7,0.12,0.10300000000000001,0.5,0.031,0,0,2014-15
Cheikh N'diaye,7,0.3,0.33299999999999996,0.667,0.083,0.125,1,2014-15
Langston Morris-Walker,6,0.057999999999999996,0.061,0.5,0,0,NA,2014-15
Malcolm Duvivier,4,0.024,0,0,0.013000000000000001,0,0,2014-15
Olaf Schaftenaar,2,0.067,0.059000000000000004,0.5,0,0,NA,2014-15
Tanner Sanders,1,0.2,0.5,1,0,0,NA,2014-15
Total,74,0.102,0.095,0.507,0.013999999999999999,0.021,0.5,2014-15
