name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Troy Williams,29,0.12,0.122,0.6,0.053,0.094,0.75,2014-15,Indiana
Blackmon James,20,0.086,0.094,0.5710000000000001,0.05,0.067,0.33299999999999996,2014-15,Indiana
Hanner Mosquera-Perea,20,0.233,0.28,0.8240000000000001,0.091,0.077,0.33299999999999996,2014-15,Indiana
Emmitt Holt,17,0.302,0.33299999999999996,0.75,0.14300000000000002,0,0,2014-15,Indiana
Collin Hartman,14,0.424,0.5,0.7140000000000001,0,0,NA,2014-15,Indiana
Stanford Robinson,9,0.081,0.125,0.6,0.14300000000000002,0.222,0.5,2014-15,Indiana
Nick Zeisloft,8,0.6,0.5,0.667,0.125,0.25,1,2014-15,Indiana
Robert Johnson,6,0.055,0.061,0.6,0,0,NA,2014-15,Indiana
Kevin Yogi Ferrell,4,0.008,0,0,0.023,0,0,2014-15,Indiana
Nate Ritchie,1,1,NA,0,NA,NA,NA,2014-15,Indiana
Jeremiah April,1,0.5,0.5,1,0,0,NA,2014-15,Indiana
Jordan Fuchs,1,1,NA,0,0,NA,NA,2014-15,Indiana
Max Hoetzel,1,0.043,0.071,1,0,NA,NA,2014-15,Indiana
Total,131,0.125,0.14800000000000002,0.664,0.051,0.065,0.444,2014-15,Indiana
