shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.431,0.604,0.098,0.67,2014-15
2pt Jumpers,0.265,0.355,0.042,0.37,2014-15
3pt Shots,0.304,0.325,0.003,0.326,2014-15
