shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.228,0.634,0.109,0.7120000000000001,2011-12,Rice
2pt Jumpers,0.445,0.33399999999999996,0.11900000000000001,0.379,2011-12,Rice
3pt Shots,0.32799999999999996,0.35600000000000004,0.008,0.358,2011-12,Rice
